RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5351,92932341,Customer_5350,603,Spain,Female,51,1,61282.68479921914,3,1,0,22572.156589408693,1
5352,16257838,Customer_5351,545,Spain,Male,32,6,182562.0323405566,2,0,1,129529.74568251912,0
5353,36099300,Customer_5352,750,France,Male,37,5,26323.54863861692,4,1,1,135529.99910454624,0
5354,93744525,Customer_5353,704,France,Female,59,2,6367.620329539268,2,0,1,97787.28473756505,1
5355,20601417,Customer_5354,732,Germany,Male,56,0,60321.3211431611,1,0,1,167561.11870318974,0
5356,38116038,Customer_5355,477,France,Male,61,0,14185.608546603145,1,0,0,13302.493805632188,1
5357,96087660,Customer_5356,633,Spain,Female,44,3,97741.59670201824,1,0,0,194033.67427736724,1
5358,49028092,Customer_5357,621,Spain,Male,58,9,67020.22054763477,1,1,1,82432.60281224002,0
5359,29787044,Customer_5358,621,France,Female,36,4,31891.623998350125,2,0,1,123819.9536824209,0
5360,47706524,Customer_5359,588,Germany,Male,41,2,91724.74909468403,2,1,1,18055.03744439766,0
5361,77178382,Customer_5360,615,Spain,Female,40,10,20437.638330167425,3,1,0,145147.65615395657,0
5362,94062435,Customer_5361,734,Germany,Female,45,1,186701.64553115275,3,0,1,114023.38297498041,0
5363,37082158,Customer_5362,458,Spain,Male,25,2,31950.5023868328,3,1,0,192524.63167456377,0
5364,31978898,Customer_5363,827,Spain,Male,41,4,107967.04581469508,1,1,1,91194.47409528724,0
5365,50784489,Customer_5364,698,France,Male,66,1,22432.96537952251,1,0,1,147591.7897186688,1
5366,75034404,Customer_5365,645,Spain,Female,28,10,94099.00982046875,2,1,0,25572.81156191738,1
5367,53640858,Customer_5366,740,Germany,Male,25,3,2402.787680956823,1,1,1,23745.910808306235,0
5368,29553590,Customer_5367,504,Germany,Female,26,0,26271.923304607306,1,0,1,190384.84441050008,0
5369,79427484,Customer_5368,583,France,Male,84,0,7311.88873718006,2,1,1,59311.59763064467,1
5370,75091864,Customer_5369,637,Spain,Female,51,3,45004.394876652106,3,1,0,183486.86459510284,0
5371,88058309,Customer_5370,786,Germany,Male,40,3,42834.05290365554,3,1,0,28096.584685228296,0
5372,22063550,Customer_5371,645,France,Female,46,10,33355.392840338885,3,0,1,131740.61985822738,0
5373,84409123,Customer_5372,695,Germany,Female,48,4,250000.0,2,0,1,115508.59034054811,0
5374,16295425,Customer_5373,591,France,Female,35,5,20987.526097946455,4,0,1,193619.8902815803,0
5375,19472917,Customer_5374,698,Germany,Female,37,1,117424.92591089153,1,1,1,87705.66523496842,0
5376,12429151,Customer_5375,817,Spain,Female,42,0,44490.463362353425,3,0,0,20708.007551579532,0
5377,74617617,Customer_5376,749,Germany,Female,34,4,30576.246352319213,2,0,1,100906.31221813946,0
5378,73808437,Customer_5377,641,Germany,Male,39,10,17061.47603930127,3,0,1,166867.8416941343,0
5379,24700387,Customer_5378,717,France,Female,50,4,75262.0926276848,1,1,0,21472.6898821348,0
5380,82630316,Customer_5379,707,France,Male,30,2,30448.6826405548,3,1,1,18407.255146928277,0
5381,51505238,Customer_5380,700,France,Male,84,4,125715.92369842289,2,0,0,166409.2273125279,0
5382,35492108,Customer_5381,761,Germany,Male,56,3,250000.0,2,0,1,166828.21901712683,0
5383,80886205,Customer_5382,760,France,Male,25,0,19323.483387313383,1,1,1,49264.833582422776,1
5384,41278965,Customer_5383,637,Spain,Male,18,6,10330.120637699909,3,0,0,135459.1445308968,1
5385,52211548,Customer_5384,714,France,Male,34,3,28431.94805484944,1,0,0,23697.100544648245,0
5386,14585315,Customer_5385,611,France,Male,55,2,47208.26783198839,2,1,0,155832.0822717364,1
5387,57614485,Customer_5386,557,Spain,Female,52,4,26854.27982017052,1,1,0,69088.27484151245,0
5388,98862643,Customer_5387,623,France,Male,43,1,250000.0,2,1,1,55017.3755410963,0
5389,78879267,Customer_5388,642,France,Male,35,2,113287.90430225761,1,1,1,139258.77598480746,0
5390,58291558,Customer_5389,483,Germany,Female,31,4,250000.0,2,0,0,183329.2882186198,0
5391,84677234,Customer_5390,736,Germany,Female,38,1,35039.36389814314,3,0,0,19407.698660302824,0
5392,31706642,Customer_5391,373,France,Male,29,6,27253.178768401674,3,1,0,38668.560489762436,0
5393,10506995,Customer_5392,850,Spain,Female,39,3,39237.930907958376,1,0,1,59768.406447324225,0
5394,79294318,Customer_5393,800,France,Male,64,9,55491.717663125324,1,1,1,186388.68204228504,0
5395,49816526,Customer_5394,623,France,Female,33,9,101480.48696634256,1,1,1,176848.29393236773,0
5396,68259896,Customer_5395,650,France,Male,54,3,159711.6184330551,3,1,1,182502.91640798416,0
5397,79181587,Customer_5396,680,Germany,Female,56,1,46656.91530359178,1,1,0,82874.858908012,1
5398,82336392,Customer_5397,591,Spain,Male,28,6,25600.069610571132,2,1,1,55228.15461384211,0
5399,71555999,Customer_5398,669,Spain,Female,32,2,28797.577768157553,1,1,1,47697.70862574287,0
5400,60897283,Customer_5399,635,Spain,Male,61,4,89538.87926830602,3,0,1,177751.49104121517,0
5401,60859057,Customer_5400,640,Germany,Female,31,0,62873.035818959725,4,1,1,55151.248132951136,0
5402,70321284,Customer_5401,668,Germany,Female,44,4,49987.03651713847,3,1,0,111600.19977378154,0
5403,10287635,Customer_5402,518,France,Female,75,2,16996.28818789949,3,1,1,74089.00788914619,0
5404,10583510,Customer_5403,653,Germany,Female,59,2,156232.02770247022,2,1,0,105589.43231932285,0
5405,92467453,Customer_5404,666,France,Female,46,10,113908.26908537922,2,1,0,76731.88932977329,1
5406,26760394,Customer_5405,662,Germany,Male,57,2,11367.429429812479,3,1,1,66780.70990176706,0
5407,81831204,Customer_5406,628,France,Male,44,5,34342.40381768687,1,1,1,92097.36273300179,1
5408,93853589,Customer_5407,763,Germany,Male,60,4,58588.09128945002,1,0,1,74312.50282007366,0
5409,74513977,Customer_5408,614,Spain,Female,18,0,45431.75128948134,2,0,0,169789.20054737394,1
5410,25845187,Customer_5409,672,France,Female,42,6,38036.90646437318,2,0,1,120986.02801605278,0
5411,98665052,Customer_5410,779,Germany,Female,18,1,95160.1919395695,2,1,0,44778.572656541306,0
5412,90443169,Customer_5411,642,Germany,Male,47,8,4203.382283828545,3,0,1,56041.11359617133,0
5413,40186120,Customer_5412,671,France,Male,41,4,47815.71273408808,2,1,0,21677.69317233376,0
5414,29838558,Customer_5413,640,Germany,Male,65,1,22804.32582239704,3,1,1,68050.5372997575,1
5415,94486278,Customer_5414,773,Spain,Female,55,2,6631.067650273308,2,1,1,137727.8990161192,0
5416,46635794,Customer_5415,624,France,Female,37,6,46895.82260294409,2,0,0,46058.08872425302,1
5417,65026153,Customer_5416,778,France,Female,38,3,14098.497353749297,1,1,0,30278.120844762823,0
5418,63979613,Customer_5417,639,France,Male,50,5,22403.12611537028,1,1,1,72068.58279486184,0
5419,44595998,Customer_5418,564,France,Female,36,0,53044.78590099045,1,1,0,126989.63887854191,1
5420,23627775,Customer_5419,717,France,Female,44,7,250000.0,1,1,0,100661.65174401582,1
5421,60147490,Customer_5420,619,Spain,Female,64,1,86461.52810529694,2,0,1,74173.97402227618,1
5422,75743288,Customer_5421,712,France,Male,32,4,24598.419340928744,2,0,1,177939.64300176103,0
5423,40418772,Customer_5422,377,Spain,Male,38,0,36144.30603555175,2,1,1,99866.14444210166,1
5424,65413150,Customer_5423,650,Spain,Male,40,1,39082.51101780832,2,1,0,97320.61290844913,1
5425,45173714,Customer_5424,604,Spain,Female,92,5,12510.575241548819,3,0,0,17552.259786268987,0
5426,80542942,Customer_5425,543,France,Female,54,1,13134.936511924181,1,1,0,132042.7468408608,1
5427,87332767,Customer_5426,594,Spain,Male,61,10,12047.411248735523,3,1,0,98130.41361957077,0
5428,31219187,Customer_5427,592,France,Female,56,5,55308.16143820139,1,1,1,38921.11325949074,0
5429,48405257,Customer_5428,645,Spain,Female,57,10,84107.1659110603,4,1,0,57509.436846655575,0
5430,86384571,Customer_5429,513,France,Female,52,2,67001.80749847661,2,1,0,49714.13652309625,1
5431,49149527,Customer_5430,681,Germany,Male,50,0,250000.0,3,1,0,34591.79321528226,1
5432,17438096,Customer_5431,786,Germany,Male,23,4,10089.85527153677,1,1,1,93645.73570803949,0
5433,13053407,Customer_5432,678,Spain,Male,50,2,250000.0,4,0,0,80032.73429566192,0
5434,39311119,Customer_5433,730,Germany,Female,43,2,47146.671416625504,3,0,1,79436.62218447235,0
5435,95303311,Customer_5434,759,Spain,Male,53,5,18503.25431549128,2,0,1,58976.91295978332,0
5436,70251437,Customer_5435,773,Spain,Male,43,6,215223.2219797697,2,1,0,93812.50462136629,0
5437,16818922,Customer_5436,837,Spain,Male,56,0,47419.896996581316,1,0,1,114743.52408287178,0
5438,56270592,Customer_5437,600,Germany,Male,59,7,32003.221191500008,2,0,0,126797.37979910312,0
5439,27929098,Customer_5438,578,Spain,Male,18,3,18041.76881528182,2,1,1,53004.03567656162,0
5440,34895828,Customer_5439,728,Germany,Female,38,4,23385.34730591834,2,0,1,148716.60709806706,0
5441,50553798,Customer_5440,720,Germany,Female,18,1,250000.0,1,1,1,16680.385135918754,1
5442,79580185,Customer_5441,727,France,Female,48,2,27177.559373960496,2,1,0,152973.9417145323,1
5443,35256241,Customer_5442,838,Germany,Female,40,6,250000.0,2,0,1,64900.227860886385,0
5444,25393675,Customer_5443,651,France,Female,65,7,30059.8870221844,2,0,0,81297.64247180853,1
5445,48177374,Customer_5444,692,Spain,Female,48,2,19740.646957919995,1,0,1,120996.33746955662,1
5446,19449168,Customer_5445,551,Spain,Male,37,5,15192.152985511539,2,1,1,126599.48438067836,0
5447,74052448,Customer_5446,850,France,Female,59,1,39808.56912611485,1,0,0,90935.22208586878,1
5448,42250847,Customer_5447,616,Spain,Female,40,8,20268.27061665781,2,0,1,188291.91328280355,0
5449,65050560,Customer_5448,619,France,Female,37,4,89536.33159383002,2,1,0,173299.94309723016,0
5450,75985129,Customer_5449,615,France,Female,50,7,20560.240694397122,2,1,0,53985.78782260758,0
5451,53866822,Customer_5450,585,Spain,Female,69,3,135316.33674230232,2,1,1,122541.03618421679,0
5452,22998017,Customer_5451,577,France,Female,57,1,134687.6486357623,3,0,0,147424.4593354212,0
5453,47451369,Customer_5452,597,France,Female,53,2,25215.689616526204,3,0,1,52461.038712924324,1
5454,59987331,Customer_5453,513,France,Female,86,2,105041.70749374124,3,1,1,15064.133842442187,1
5455,49052395,Customer_5454,571,Spain,Male,34,2,146155.145085307,1,0,0,195395.7978418593,0
5456,14102553,Customer_5455,844,Spain,Female,33,1,66894.16360417745,2,1,1,192144.6748076832,0
5457,38266442,Customer_5456,723,Spain,Female,47,7,34217.3077048972,3,1,1,71942.78653840953,1
5458,54674343,Customer_5457,742,Spain,Female,67,0,43616.03306793719,4,0,1,56638.189959442156,1
5459,85543722,Customer_5458,767,Spain,Female,30,10,115713.69742672639,1,1,0,40718.02564610916,0
5460,23474284,Customer_5459,833,Germany,Female,71,0,26038.030772103943,3,1,0,141049.00796101138,1
5461,53293890,Customer_5460,472,Germany,Male,23,10,30537.003395043484,3,1,0,153887.9721265084,0
5462,60806795,Customer_5461,527,France,Male,43,10,13146.566773941233,4,1,1,90793.47690742133,0
5463,96903273,Customer_5462,569,Germany,Male,47,2,38193.56559613089,1,0,1,57334.26468113561,0
5464,72606106,Customer_5463,603,Spain,Male,31,10,6786.635132611189,2,0,0,96129.35556485596,1
5465,12112368,Customer_5464,619,Spain,Male,35,10,29038.865686207777,2,1,1,108872.16737408713,0
5466,37609269,Customer_5465,605,Spain,Female,56,0,35068.019526881006,2,1,0,113967.46321195351,0
5467,50373185,Customer_5466,671,France,Male,66,10,22126.07987028986,2,0,1,95120.20181114585,1
5468,77985200,Customer_5467,653,France,Male,18,0,8015.300747866917,3,1,0,12291.453134384396,1
5469,33213953,Customer_5468,577,France,Male,47,1,55308.64825640169,3,1,1,100472.82164727832,1
5470,65229755,Customer_5469,432,France,Male,43,4,150231.14541145385,1,0,1,77015.41301525557,0
5471,15782197,Customer_5470,550,France,Female,46,0,30670.368839533614,2,0,1,116446.50658546377,1
5472,23317715,Customer_5471,595,France,Female,40,0,20267.79133791235,2,0,0,24659.2029556241,0
5473,89007515,Customer_5472,625,Germany,Male,25,10,25164.464177406844,4,1,1,177230.77347702626,0
5474,89806232,Customer_5473,537,Spain,Female,68,10,148476.3300777779,2,0,1,176524.58901044447,0
5475,88967903,Customer_5474,600,Germany,Female,62,8,56277.654549517116,2,1,0,117869.60400032812,0
5476,42308604,Customer_5475,536,France,Female,43,3,10512.819747042855,2,0,0,150464.2945062018,0
5477,30849083,Customer_5476,637,Spain,Female,37,10,92639.54869797459,2,0,0,94090.81634674576,0
5478,33888169,Customer_5477,542,Spain,Male,35,0,12575.407933790148,1,0,1,122802.85186402258,1
5479,72632743,Customer_5478,565,Spain,Female,18,10,4660.158049110022,2,1,1,127960.28637287753,0
5480,58617184,Customer_5479,519,Germany,Female,50,2,22146.80855461048,3,1,0,78262.02479714341,0
5481,11418060,Customer_5480,634,Spain,Male,56,9,13802.342465826761,1,1,1,192620.16093806128,0
5482,31005303,Customer_5481,563,France,Male,47,5,69664.7340084956,2,1,0,125120.94678191685,0
5483,14639022,Customer_5482,740,France,Female,43,10,49706.01037841133,4,0,0,198208.09978176403,0
5484,35657039,Customer_5483,690,Germany,Male,47,10,96569.12394121473,1,0,1,93048.38220027796,0
5485,62600341,Customer_5484,643,Germany,Male,32,10,53742.094788812916,1,1,1,17677.36189655755,1
5486,34465875,Customer_5485,570,France,Male,37,4,40726.105326682184,2,0,0,68568.33735257038,0
5487,69628273,Customer_5486,688,Germany,Male,42,8,56025.70769876264,3,0,0,134199.01189848682,0
5488,69042154,Customer_5487,719,Spain,Female,55,7,42751.53201401407,2,0,0,183100.35636942077,1
5489,94571418,Customer_5488,664,Germany,Male,65,0,2834.407782928873,2,0,1,127487.40426403307,1
5490,76147880,Customer_5489,810,Spain,Female,41,5,85621.60509762853,1,1,1,100470.16161497697,0
5491,51997785,Customer_5490,695,Spain,Male,29,0,245520.34883742142,4,1,0,26800.311519103394,0
5492,11683032,Customer_5491,741,Spain,Female,45,10,41117.96018631983,2,1,1,38860.683198688595,0
5493,32009867,Customer_5492,663,Spain,Male,75,0,41338.81168908084,2,0,1,21661.84500395952,1
5494,93629479,Customer_5493,717,Spain,Male,30,10,3513.702847200825,2,0,0,145577.6080319104,1
5495,15954632,Customer_5494,570,France,Male,58,2,165804.53171433334,2,1,0,168168.9439880393,0
5496,68765512,Customer_5495,604,France,Female,65,0,198508.99107693764,2,0,0,42568.956203018766,1
5497,92028383,Customer_5496,684,France,Female,39,10,125804.31641946315,2,1,1,72863.07475630121,0
5498,46900577,Customer_5497,684,Spain,Male,34,0,8432.700898897168,3,0,1,101853.79898643708,1
5499,69972646,Customer_5498,700,Germany,Male,53,3,172861.8307449853,1,1,1,38489.555097859164,0
5500,37381819,Customer_5499,760,Germany,Male,50,7,1818.5450063601936,2,1,0,90000.10578770626,0
5501,96536512,Customer_5500,507,Spain,Female,55,1,44101.535554402915,2,1,1,193743.03650428896,1
5502,81284146,Customer_5501,552,Germany,Female,76,3,52079.64504742959,1,1,0,147078.39329846,1
5503,82564347,Customer_5502,672,Spain,Female,47,6,134683.5110618149,3,1,1,43038.617085570484,0
5504,33641763,Customer_5503,577,Germany,Female,27,10,104230.2850863619,1,0,1,30205.059790467814,0
5505,89015319,Customer_5504,850,Spain,Male,45,0,119627.00524159573,1,1,1,95456.20760762264,1
5506,73058842,Customer_5505,701,Germany,Female,48,0,151815.2441737937,1,1,0,197721.9442199649,1
5507,46128129,Customer_5506,642,Germany,Female,64,3,48479.92112045613,1,0,1,161045.60977679607,1
5508,42532126,Customer_5507,598,France,Male,42,2,113645.65893374661,1,1,0,66813.62333858493,0
5509,92320668,Customer_5508,601,Germany,Male,38,2,5284.348045928797,2,0,0,16539.390601125302,1
5510,76075147,Customer_5509,653,Germany,Female,24,1,44097.76820268466,2,1,0,89076.47780098206,0
5511,71766811,Customer_5510,661,Spain,Female,53,4,2294.6996291869987,1,1,0,41833.87111527703,1
5512,51450835,Customer_5511,604,Germany,Male,92,10,185161.31699638435,3,0,0,45553.63538178678,0
5513,16097020,Customer_5512,622,Germany,Female,41,0,238498.98476633162,2,0,1,42165.6225065654,0
5514,11196311,Customer_5513,784,Germany,Male,51,1,6575.429133840704,2,0,0,147164.96148523048,1
5515,91619860,Customer_5514,788,Germany,Female,36,5,57047.01480611626,1,1,0,18340.665425890336,1
5516,39609865,Customer_5515,675,Germany,Female,25,0,29493.70752775884,2,0,0,117985.93107654848,0
5517,76341485,Customer_5516,515,France,Female,51,5,31452.199519779053,1,1,0,153365.94459025876,1
5518,40760593,Customer_5517,703,Germany,Male,45,1,44933.29877756744,1,1,0,41056.10527955172,1
5519,20675927,Customer_5518,805,Spain,Female,18,2,10020.508824656206,2,0,0,179819.77432112079,0
5520,91416865,Customer_5519,786,Spain,Male,69,2,14954.29851907248,2,1,0,26308.839132189732,0
5521,57322239,Customer_5520,723,Germany,Male,51,2,64594.1262667867,1,0,1,140212.54251508944,1
5522,92716985,Customer_5521,792,Germany,Female,46,9,1420.0524195246962,3,1,0,43986.79230454594,0
5523,11462603,Customer_5522,655,Germany,Female,38,10,68684.50579457905,1,0,0,163447.61328772648,0
5524,88518263,Customer_5523,712,France,Female,51,3,28805.353229121152,1,1,1,119241.63162859548,0
5525,43691077,Customer_5524,581,Spain,Male,51,4,133876.55359106115,2,1,0,122596.73743908269,0
5526,61983779,Customer_5525,679,France,Female,51,0,68723.02509961586,2,0,0,76780.02639565797,1
5527,44741269,Customer_5526,782,France,Male,61,6,92348.53925291049,4,0,1,64955.83187792459,0
5528,25116926,Customer_5527,591,Germany,Male,64,4,9113.874906811563,2,1,0,98879.54279039986,1
5529,54378959,Customer_5528,563,Germany,Female,75,0,23179.406541640496,2,0,0,154344.30555946386,0
5530,60385335,Customer_5529,659,Spain,Female,32,1,250000.0,1,1,0,43281.284624329026,0
5531,56992088,Customer_5530,627,Germany,Female,36,1,42641.02385206933,3,0,1,165376.43310855707,1
5532,96376352,Customer_5531,714,Spain,Female,50,0,33338.66670473657,1,1,0,101991.37947078304,0
5533,99059475,Customer_5532,604,France,Male,33,5,155274.45643428527,3,0,1,96786.92016774879,0
5534,46183569,Customer_5533,821,Spain,Female,35,10,2522.5456112122333,3,0,0,14715.18894235214,0
5535,90296229,Customer_5534,521,Spain,Male,52,7,57392.294841590374,3,0,0,34986.882911719586,1
5536,72595266,Customer_5535,775,Spain,Female,58,3,17703.598020512858,2,0,1,92973.37865466504,0
5537,25614614,Customer_5536,573,France,Male,64,2,34433.07545197351,2,0,1,196468.55215996955,0
5538,14776415,Customer_5537,470,France,Male,42,2,16714.869747798857,2,1,0,58717.204413963955,0
5539,37205484,Customer_5538,673,Germany,Male,51,4,2891.7452740106955,1,1,1,13520.169325428024,0
5540,92322831,Customer_5539,624,Germany,Male,48,2,40404.8716964424,3,1,1,93702.94356286571,0
5541,87468612,Customer_5540,539,Spain,Female,45,1,116764.48458469886,2,0,1,14593.795168509923,0
5542,33985603,Customer_5541,481,Spain,Female,32,4,227670.40485904916,2,1,1,74933.47892279297,0
5543,67223828,Customer_5542,649,France,Female,30,2,73333.13902869094,2,0,1,78293.50827358438,0
5544,47416039,Customer_5543,747,France,Female,55,0,36929.37980409554,1,0,0,12031.336441397892,1
5545,21917042,Customer_5544,708,France,Male,32,0,110178.5191878251,3,0,1,158461.72137554846,1
5546,30901606,Customer_5545,655,Spain,Female,18,1,52773.758294621046,2,0,0,183572.88654477804,0
5547,79765086,Customer_5546,697,Spain,Male,44,3,34369.89317244862,3,0,0,199758.46457654086,1
5548,58189133,Customer_5547,647,France,Male,66,2,14800.606757300746,4,0,1,107444.48779675842,0
5549,53070149,Customer_5548,507,Spain,Male,18,0,119270.44997587522,3,1,0,69356.26760928778,0
5550,57375247,Customer_5549,507,France,Male,40,1,52049.93432963188,1,0,1,146763.11021683144,0
5551,47821420,Customer_5550,629,Germany,Male,55,0,248909.96374693827,3,0,1,150340.54662134277,0
5552,20176828,Customer_5551,633,France,Male,18,10,121427.38414393729,2,1,1,83028.59720482436,0
5553,15459501,Customer_5552,735,Spain,Male,41,1,40856.62255893614,1,1,0,118146.53026648791,1
5554,51129759,Customer_5553,725,Spain,Male,27,0,101276.12940333848,1,0,0,166412.8571890479,1
5555,14013582,Customer_5554,710,Spain,Male,29,5,45301.68313914727,2,1,0,47229.22515898402,0
5556,12872875,Customer_5555,621,Spain,Male,38,1,6242.675415940041,1,1,0,15445.177370662062,1
5557,87327760,Customer_5556,511,France,Male,28,4,54530.88708923323,1,0,0,113268.98129631268,1
5558,91683112,Customer_5557,691,France,Female,26,0,150591.92247618013,4,1,0,136762.1539048309,1
5559,62173294,Customer_5558,702,Germany,Male,44,10,145055.2315228327,3,0,1,119915.2129189416,0
5560,34747780,Customer_5559,411,France,Female,78,10,64169.119712175845,3,1,0,123922.81054759632,1
5561,51592940,Customer_5560,566,Germany,Male,56,5,35855.53227172565,1,0,1,85648.26827804367,1
5562,92743066,Customer_5561,580,France,Male,60,6,761.3969634251696,1,1,1,134332.21264565305,1
5563,95482326,Customer_5562,661,France,Male,56,2,27983.16970264994,2,0,0,19653.794502605033,0
5564,53762279,Customer_5563,569,Spain,Male,34,10,250000.0,3,1,0,40071.7913341806,0
5565,40071551,Customer_5564,646,Germany,Male,49,2,97231.56544670723,4,1,0,95391.6733227255,0
5566,85303117,Customer_5565,628,Spain,Female,61,1,94829.2708359624,3,0,1,189250.72895109848,0
5567,79578794,Customer_5566,634,Spain,Female,57,0,107373.05260928436,3,1,1,133012.86177224986,1
5568,10131936,Customer_5567,578,France,Male,47,1,72591.1836000515,1,1,1,78523.89198195413,0
5569,68557684,Customer_5568,586,France,Male,52,4,66116.09667250238,1,0,1,97869.3490991118,1
5570,53922786,Customer_5569,541,Germany,Male,81,1,45332.94088206673,1,0,1,170908.90815602965,1
5571,65173904,Customer_5570,688,Germany,Female,57,5,44015.12065172738,1,1,0,113791.45589814197,1
5572,29247186,Customer_5571,707,France,Female,40,2,153507.6600047316,3,1,1,20606.307189400115,0
5573,65394229,Customer_5572,572,Germany,Male,43,10,37498.38279614903,3,0,1,90127.18000942044,0
5574,48866902,Customer_5573,802,France,Male,29,4,137580.50842848085,2,0,0,84694.37057938571,0
5575,21924255,Customer_5574,618,France,Male,80,4,136389.07035147763,3,1,0,181130.83471768568,1
5576,41785895,Customer_5575,803,France,Female,69,4,110519.16223861906,1,1,0,69128.82070909653,0
5577,93341196,Customer_5576,585,Germany,Male,46,10,2877.6878756732517,2,0,0,23776.458368441294,0
5578,96464762,Customer_5577,447,Spain,Male,77,0,12010.213176928752,2,0,1,78437.74517298955,1
5579,57701715,Customer_5578,690,Germany,Male,54,0,28342.95629804325,2,1,0,19858.4845227006,1
5580,23936930,Customer_5579,674,Spain,Female,38,6,141060.70084548637,3,1,0,168395.01529847964,0
5581,72110920,Customer_5580,653,Germany,Male,58,7,154920.94904207776,1,1,0,122785.3403009595,0
5582,85689368,Customer_5581,585,Spain,Male,50,2,3183.411997635499,2,0,1,100020.35482393234,0
5583,48837854,Customer_5582,646,Spain,Male,57,2,29447.595143113816,3,1,0,79384.24486646944,0
5584,31384981,Customer_5583,598,Germany,Female,24,1,142476.34762839295,2,0,0,90276.20314263858,0
5585,53026369,Customer_5584,619,Germany,Female,32,1,21545.486608774416,3,0,0,160020.4002877408,0
5586,67489324,Customer_5585,734,Spain,Male,67,10,250000.0,3,0,0,45503.498955309144,0
5587,96266692,Customer_5586,668,France,Female,70,1,50398.52405069543,1,1,0,25047.3486499207,1
5588,68954235,Customer_5587,710,Spain,Male,66,5,207719.71759313808,2,1,0,117419.2332118409,0
5589,39969114,Customer_5588,626,Spain,Female,78,7,42004.65582353047,2,0,0,173409.3663734399,1
5590,73993927,Customer_5589,615,France,Male,53,0,29344.860152292404,2,1,1,117515.6606459751,0
5591,15219574,Customer_5590,534,Spain,Male,52,0,33754.50826815649,2,1,1,161586.7928501471,0
5592,58521856,Customer_5591,612,France,Male,31,2,161756.97597243445,1,0,0,179787.383535493,1
5593,20387155,Customer_5592,317,France,Female,36,5,30113.027330444507,3,1,0,26073.97857371167,0
5594,65901099,Customer_5593,590,Germany,Female,18,1,83001.25779852041,2,0,1,122591.89976622566,0
5595,22433238,Customer_5594,641,Spain,Female,40,0,47593.611772508666,1,1,1,168482.77058186693,1
5596,89622751,Customer_5595,706,Spain,Male,18,1,213124.43383224861,2,1,1,132833.47476141376,0
5597,98677962,Customer_5596,623,France,Female,61,0,13019.69270734825,2,0,1,123036.24728558748,0
5598,83971622,Customer_5597,684,Spain,Male,50,1,41982.393883710814,4,1,0,160064.61027985456,0
5599,89826926,Customer_5598,432,France,Female,18,2,9983.473461702148,3,1,1,144839.3685306737,1
5600,44550325,Customer_5599,644,Spain,Male,42,0,64731.016026802274,2,1,0,106095.743844697,0
5601,38362071,Customer_5600,482,Spain,Male,74,6,38675.19908357828,4,1,0,19884.06691083405,1
5602,12670492,Customer_5601,529,France,Male,43,1,4715.471770754016,2,0,0,127143.16247542626,1
5603,24223887,Customer_5602,631,France,Male,30,5,142203.0973991603,3,0,1,51751.06477654692,0
5604,80086163,Customer_5603,777,Spain,Female,18,4,35312.07159151506,2,0,1,59458.88915585104,0
5605,96820397,Customer_5604,687,Spain,Male,18,10,51036.68361549521,1,0,0,139616.798448237,0
5606,42329598,Customer_5605,651,France,Female,53,0,39257.018502856525,3,1,0,96952.91011873247,1
5607,72023737,Customer_5606,648,Germany,Male,38,1,50302.96723059189,2,1,1,146632.20620733945,0
5608,43119668,Customer_5607,578,Germany,Male,39,10,1234.4941490468811,2,0,0,85547.64770515442,1
5609,34928384,Customer_5608,595,Spain,Male,38,8,126741.48646587548,3,1,0,175505.4468280122,0
5610,97126721,Customer_5609,692,Spain,Female,42,1,30294.62306329316,2,0,0,92049.37772721155,0
5611,79824412,Customer_5610,511,Spain,Male,26,0,96677.16554303007,1,0,0,104626.30466380286,0
5612,77887955,Customer_5611,709,France,Male,49,9,5031.57619227661,2,1,1,35377.79722664422,0
5613,21765788,Customer_5612,611,Spain,Male,23,0,55647.778164065974,3,1,1,106461.67141781693,1
5614,40725231,Customer_5613,732,Spain,Male,33,10,179595.92701767836,1,0,0,56767.33251372165,1
5615,45261362,Customer_5614,746,Spain,Female,60,10,38093.24532642199,2,1,1,155336.6389411518,0
5616,99853600,Customer_5615,482,Germany,Male,50,1,16479.237757347342,1,0,1,146116.85416856385,0
5617,41766658,Customer_5616,591,Spain,Male,55,9,7825.507494023526,1,1,0,14572.9149249685,1
5618,94850875,Customer_5617,564,Spain,Male,77,2,146971.45783557405,2,0,1,104624.17949845704,0
5619,24284450,Customer_5618,468,France,Female,44,7,20465.049342788137,2,1,0,20140.411439050935,0
5620,54526276,Customer_5619,546,Germany,Female,45,2,250000.0,2,1,1,118842.84830475439,0
5621,78687322,Customer_5620,850,France,Male,41,0,21358.749174574186,2,1,0,181460.38037991547,1
5622,35435339,Customer_5621,710,Spain,Female,38,6,49187.553504268835,2,0,0,174966.08461253846,0
5623,53563219,Customer_5622,841,Spain,Male,29,0,45935.88379967215,3,0,1,57523.73826232285,1
5624,66313452,Customer_5623,732,Spain,Female,46,10,4801.168891250353,3,0,0,37986.003242513136,0
5625,38963091,Customer_5624,575,Spain,Male,50,2,56920.79414013929,1,0,0,160627.71145745023,1
5626,24912584,Customer_5625,611,Spain,Male,51,0,83752.33416885401,2,0,0,114491.01523633608,1
5627,94558066,Customer_5626,708,France,Female,45,1,101649.12442995113,2,0,1,91439.11796450414,0
